Number,Name,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Ability 1,Ability 2,Ability 3,Quick Guard,Wide Guard,Follow Me,Rage Powder,Ally Switch,Aurora Veil,Thunder Wave,Nuzzle,Will-o-Wisp,Snarl,Struggle Bug,Breaking Swipe,Haze,Tailwind,Trick Room,Electroweb,Icy Wind,Bulldoze,Helping Hand,Reflect,Light Screen,Sucker Punch,Fake Out,Aqua Jet,Shadow Sneak,Vacuum Wave,Quick Attack,E-Speed,Bullet Punch,Ice Shard,Mach Punch,Accelerock,Water Shuriken,Sleep Powder,Spore,Yawn,Taunt,Points
475-m,Mega Gallade,,Psychic,Fighting,68,165,95,65,115,110,618,Inner Focus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
476,Probopass,,Rock,Steel,60,55,145,75,150,40,525,Sturdy,Magnet Pull,Sand Force,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
477,Dusknoir,,Ghost,,45,100,135,65,135,45,525,Pressure,,Frisk,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
478,Froslass,,Ice,Ghost,70,80,70,80,70,110,480,Snow Cloak,,Cursed Body,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10
479,Rotom,,Electric,Ghost,50,50,77,95,77,91,440,Levitate,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
479h,Rotom-Heat,,Electric,Fire,50,65,107,105,107,86,520,Levitate,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
479w,Rotom-Wash,,Electric,Water,50,65,107,105,107,86,520,Levitate,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
479f,Rotom-Frost,,Electric,Ice,50,65,107,105,107,86,520,Levitate,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
479s,Rotom-Fan,,Electric,Flying,50,65,107,105,107,86,520,Levitate,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
479m,Rotom-Mow,,Electric,Grass,50,65,107,105,107,86,520,Levitate,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
480,Uxie,,Psychic,,75,75,130,75,130,95,580,Levitate,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40
481,Mesprit,,Psychic,,80,105,105,105,105,80,580,Levitate,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
482,Azelf,,Psychic,,75,125,70,125,70,115,580,Levitate,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
483,Dialga,,Steel,Dragon,100,120,120,150,100,90,680,Pressure,,Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
484,Palkia,,Water,Dragon,90,120,100,150,120,100,680,Pressure,,Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
485,Heatran,,Fire,Steel,91,90,106,130,106,77,600,Flash Fire,,Flame Body,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
486,Regigigas,,Normal,,110,160,110,80,110,100,670,Slow Start,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
487,Giratina,,Ghost,Dragon,150,100,120,100,120,90,680,Pressure,,Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
487o,Giratina-Origin,,Ghost,Dragon,150,120,100,120,100,90,680,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
488,Cresselia,,Psychic,,120,70,120,75,130,85,600,Levitate,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
489,Phione,,Water,,80,80,80,80,80,80,480,Hydration,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
490,Manaphy,,Water,,100,100,100,100,100,100,600,Hydration,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
491,Darkrai,,Dark,,70,90,90,135,90,125,600,Bad Dreams,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
492,Shaymin,,Grass,,100,100,100,100,100,100,600,Natural Cure,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
492s,Shaymin-Sky,,Grass,,100,103,75,120,75,127,600,Serene Grace,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
493,Arceus,,Normal,,120,120,120,120,120,120,720,Multitype,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
494,Victini,,Psychic,Fire,100,100,100,100,100,100,600,Victory Star,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
495,Snivy,,Grass,,45,45,55,45,55,63,308,Overgrow,,Contrary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
496,Servine,,Grass,,60,60,75,60,75,83,413,Overgrow,,Contrary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
497,Serperior,,Grass,,75,75,95,75,95,113,528,Overgrow,,Contrary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
498,Tepig,,Fire,,65,63,45,45,45,45,308,Blaze,,Thick Fat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
499,Pignite,,Fire,Fighting,90,93,55,70,55,55,418,Blaze,,Thick Fat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
500,Emboar,,Fire,Fighting,110,123,65,100,65,65,528,Blaze,,Reckless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
501,Oshawott,,Water,,55,55,45,63,45,45,308,Torrent,,Shell Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
502,Dewott,,Water,,75,75,60,83,60,60,413,Torrent,,Shell Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
503,Samurott,,Water,,95,100,85,108,70,70,528,Torrent,,Shell Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
504,Patrat,,Normal,,45,55,39,35,39,42,255,Run Away,Keen Eye,Analytic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
505,Watchog,,Normal,,60,85,69,60,69,77,420,Illuminate,Keen Eye,Analytic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
506,Lillipup,,Normal,,45,60,45,25,45,55,275,Vital Spirit,Pickup,Run Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
507,Herdier,,Normal,,65,80,65,35,65,60,370,Intimidate,Sand Rush,Scrappy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
508,Stoutland,,Normal,,85,110,90,45,90,80,500,Intimidate,Sand Rush,Scrappy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
509,Purrloin,,Dark,,41,50,37,50,37,66,281,Limber,Unburden,Prankster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
510,Liepard,,Dark,,64,88,50,88,50,106,446,Limber,Unburden,Prankster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
511,Pansage,,Grass,,50,53,48,53,48,64,316,Gluttony,,Overgrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
512,Simisage,,Grass,,75,98,63,98,63,101,498,Gluttony,,Overgrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
513,Pansear,,Fire,,50,53,48,53,48,64,316,Gluttony,,Blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
514,Simisear,,Fire,,75,98,63,98,63,101,498,Gluttony,,Blaze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
515,Panpour,,Water,,50,53,48,53,48,64,316,Gluttony,,Torrent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
516,Simipour,,Water,,75,98,63,98,63,101,498,Gluttony,,Torrent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
517,Munna,,Psychic,,76,25,45,67,55,24,292,Forewarn,Synchronize,Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
518,Musharna,,Psychic,,116,55,85,107,95,29,487,Forewarn,Synchronize,Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
519,Pidove,,Normal,Flying,50,55,50,36,30,43,264,Big Pecks,Super Luck,Rivalry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
520,Tranquill,,Normal,Flying,62,77,62,50,42,65,358,Big Pecks,Super Luck,Rivalry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
521,Unfezant,,Normal,Flying,80,115,80,65,55,93,488,Big Pecks,Super Luck,Rivalry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
522,Blitzle,,Electric,,45,60,32,50,32,76,295,Lightning Rod,Motor Drive,Sap Sipper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
523,Zebstrika,,Electric,,75,100,63,80,63,116,497,Lightning Rod,Motor Drive,Sap Sipper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
524,Roggenrola,,Rock,,55,75,85,25,25,15,280,Sturdy,Weak Armor,Sand Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
525,Boldore,,Rock,,70,105,105,50,40,20,390,Sturdy,Weak Armor,Sand Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
526,Gigalith,,Rock,,85,135,130,60,80,25,515,Sturdy,Sand Stream,Sand Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
527,Woobat,,Psychic,Flying,65,45,43,55,43,72,323,Unaware,Klutz,Simple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
528,Swoobat,,Psychic,Flying,67,57,55,77,55,114,425,Unaware,Klutz,Simple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
529,Drilbur,,Ground,,60,85,40,30,45,68,328,Sand Rush,Sand Force,Mold Breaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
530,Excadrill,,Ground,Steel,110,135,60,50,65,88,508,Sand Rush,Sand Force,Mold Breaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
531,Audino,,Normal,,103,60,86,60,86,50,445,Healer,Regenerator,Klutz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
531-m,Mega Audino,,Normal,Fairy,103,60,126,80,126,50,545,Healer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
532,Timburr,,Fighting,,75,80,55,25,35,35,305,Guts,Sheer Force,Iron Fist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
533,Gurdurr,,Fighting,,85,105,85,40,50,40,405,Guts,Sheer Force,Iron Fist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
534,Conkeldurr,,Fighting,,105,140,95,55,65,45,505,Guts,Sheer Force,Iron Fist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40
535,Tympole,,Water,,50,50,40,50,40,64,294,Swift Swim,Hydration,Water Absorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
536,Palpitoad,,Water,Ground,75,65,55,65,55,69,384,Swift Swim,Hydration,Water Absorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
537,Seismitoad,,Water,Ground,105,95,75,85,75,74,509,Swift Swim,Poison Touch,Water Absorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
538,Throh,,Fighting,,120,100,85,30,85,45,465,Guts,Inner Focus,Mold Breaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
539,Sawk,,Fighting,,75,125,75,30,75,85,465,Sturdy,Inner Focus,Mold Breaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
540,Sewaddle,,Bug,Grass,45,53,70,40,60,42,310,Swarm,Chlorophyll,Overcoat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
541,Swadloon,,Bug,Grass,55,63,90,50,80,42,380,Leaf Guard,Chlorophyll,Overcoat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
542,Leavanny,,Bug,Grass,75,103,80,70,80,92,500,Swarm,Chlorophyll,Overcoat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
543,Venipede,,Bug,Poison,30,45,59,30,39,57,260,Poison Point,Swarm,Speed Boost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
544,Whirlipede,,Bug,Poison,40,55,99,40,79,47,360,Poison Point,Swarm,Speed Boost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
545,Scolipede,,Bug,Poison,60,100,89,55,69,112,485,Poison Point,Swarm,Speed Boost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
546,Cottonee,,Grass,Fairy,40,27,60,37,50,66,280,Prankster,Infiltrator,Chlorophyll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
547,Whimsicott,,Grass,Fairy,60,67,85,77,75,116,480,Prankster,Infiltrator,Chlorophyll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
548,Petilil,,Grass,,45,35,50,70,50,30,280,Chlorophyll,Own Tempo,Leaf Guard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
549,Lilligant,,Grass,,70,60,75,110,75,90,480,Chlorophyll,Own Tempo,Leaf Guard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
550,Basculin,,Water,,70,92,65,80,55,98,460,Reckless,Adaptability,Mold Breaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
551,Sandile,,Ground,Dark,50,72,35,35,35,65,292,Intimidate,Moxie,Anger Point,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
552,Krokorok,,Ground,Dark,60,82,45,45,45,74,351,Intimidate,Moxie,Anger Point,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
553,Krookodile,,Ground,Dark,95,117,80,65,70,92,519,Intimidate,Moxie,Anger Point,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30
554,Darumaka,,Fire,,70,90,45,15,45,50,315,Hustle,,Inner Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
554-g,Darumaka-Galar,,Ice,,70,90,45,15,45,50,315,Hustle,,Inner Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
555,Darmanitan,,Fire,,105,140,55,30,55,95,480,Sheer Force,,Zen Mode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
555d,Darmanitan-Zen,,Fire,Psychic,105,30,105,140,105,55,540,Zen Mode,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
555-g,Darmanitan-Galar,,Ice,,105,140,55,30,55,95,480,Gorilla Tactics,,Zen Mode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
556,Maractus,,Grass,,75,86,67,106,67,60,461,Water Absorb,Chlorophyll,Storm Drain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
557,Dwebble,,Bug,Rock,50,65,85,35,35,55,325,Sturdy,Shell Armor,Weak Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
558,Crustle,,Bug,Rock,70,105,125,65,75,45,485,Sturdy,Shell Armor,Weak Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
559,Scraggy,,Dark,Fighting,50,75,70,35,70,48,348,Shed Skin,Moxie,Intimidate,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
560,Scrafty,,Dark,Fighting,65,90,115,45,115,58,488,Shed Skin,Moxie,Intimidate,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
561,Sigilyph,,Psychic,Flying,72,58,80,103,80,97,490,Wonder Skin,Magic Guard,Tinted Lens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
562,Yamask,,Ghost,,38,30,85,55,65,30,303,Mummy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
562-g,Yamask-Galar,,Ghost,Ground,38,55,85,30,65,30,303,Wandering Spirit,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
563,Cofagrigus,,Ghost,,58,50,145,95,105,30,483,Mummy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
564,Tirtouga,,Water,Rock,54,78,103,53,45,22,355,Solid Rock,Sturdy,Swift Swim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
565,Carracosta,,Water,Rock,74,108,133,83,65,32,495,Solid Rock,Sturdy,Swift Swim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
566,Archen,,Rock,Flying,55,112,45,74,45,70,401,Defeatist,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
567,Archeops,,Rock,Flying,75,140,65,112,65,110,567,Defeatist,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
568,Trubbish,,Poison,,50,50,62,40,62,65,329,Stench,Sticky Hold,Aftermath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
569,Garbodor,,Poison,,80,95,82,60,82,75,474,Stench,Weak Armor,Aftermath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
570,Zorua,,Dark,,40,65,40,80,40,65,330,Illusion,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
571,Zoroark,,Dark,,60,105,60,120,60,110,515,Illusion,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
572,Minccino,,Normal,,55,50,40,40,40,75,300,Cute Charm,Technician,Skill Link,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
573,Cinccino,,Normal,,75,95,60,65,60,115,470,Cute Charm,Technician,Skill Link,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
574,Gothita,,Psychic,,45,30,50,55,65,45,290,Frisk,Competitive,Shadow Tag,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
